237.000	5.573	5.546
238.000	5.359	5.331
239.000	5.143	5.115
240.000	4.997	4.969
241.000	4.782	4.754
242.000	4.567	4.539
243.000	4.353	4.324
244.000	4.138	4.109
245.000	3.924	3.895
246.000	3.712	3.682
247.000	3.498	3.468
248.000	3.287	3.257
249.000	3.076	3.046
250.000	2.858	2.828
